maintenance_id,timestamp,material_id,quantity,maintenance_type,bike_age_months,mileage,notes
MAINT-0681,2025-02-16,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0682,2025-02-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,20,1000,Brake or tire service at 1000 miles
MAINT-0683,2025-02-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,2000,Brake pad replacement at 2000 miles
MAINT-0684,2025-02-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,24,2000,Chain replacement at 2000 miles
MAINT-0685,2025-02-16,MAT-STD-001,1,SCHEDULED_MAINTENANCE,28,2000,Tire replacement at 2000 miles
MAINT-0686,2025-02-17,MAT-STD-003,3,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-0687,2025-02-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,17,2000,Brake pad replacement at 2000 miles
MAINT-0688,2025-02-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,2000,Chain replacement at 2000 miles
MAINT-0689,2025-02-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,12,2000,Tire replacement at 2000 miles
MAINT-0690,2025-02-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,17,500,Brake adjustment at 500 miles
MAINT-0691,2025-02-18,MAT-STD-003,3,WEAR_REPLACEMENT,34,1700,Normal wear replacement - 34 months old
MAINT-0692,2025-02-20,MAT-STD-003,1,WEAR_REPLACEMENT,44,2200,Normal wear replacement - 44 months old
MAINT-0693,2025-02-21,MAT-STD-001,2,WEAR_REPLACEMENT,42,2100,Normal wear replacement - 42 months old
MAINT-0694,2025-02-24,MAT-STD-001,2,WEAR_REPLACEMENT,15,750,Normal wear replacement - 15 months old
MAINT-0695,2025-02-24,MAT-BAT-001,1,WEATHER_DAMAGE,22,1100,Cold weather battery failure
MAINT-0696,2025-02-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,500,Brake adjustment at 500 miles
MAINT-0697,2025-02-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,17,3000,Brake pad replacement at 3000 miles
MAINT-0698,2025-02-26,MAT-STD-003,1,SCHEDULED_MAINTENANCE,35,3000,Chain replacement at 3000 miles
MAINT-0699,2025-02-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,3000,Tire replacement at 3000 miles
MAINT-0700,2025-02-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,36,500,Brake adjustment at 500 miles
MAINT-0701,2025-02-28,MAT-STD-002,3,WEAR_REPLACEMENT,13,650,Normal wear replacement - 13 months old
MAINT-0702,2025-03-01,MAT-STD-003,3,WEAR_REPLACEMENT,10,500,Normal wear replacement - 10 months old
MAINT-0703,2025-03-03,MAT-STD-001,1,SCHEDULED_MAINTENANCE,19,1000,Brake or tire service at 1000 miles
MAINT-0704,2025-03-03,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,2000,Brake pad replacement at 2000 miles
MAINT-0705,2025-03-03,MAT-STD-003,1,SCHEDULED_MAINTENANCE,8,2000,Chain replacement at 2000 miles
MAINT-0706,2025-03-03,MAT-STD-001,2,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-0707,2025-03-03,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,3000,Brake pad replacement at 3000 miles
MAINT-0708,2025-03-03,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,3000,Chain replacement at 3000 miles
MAINT-0709,2025-03-03,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0710,2025-03-04,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,3000,Brake pad replacement at 3000 miles
MAINT-0711,2025-03-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,28,3000,Chain replacement at 3000 miles
MAINT-0712,2025-03-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,18,3000,Tire replacement at 3000 miles
MAINT-0713,2025-03-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,2000,Brake pad replacement at 2000 miles
MAINT-0714,2025-03-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,9,2000,Chain replacement at 2000 miles
MAINT-0715,2025-03-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,5,2000,Tire replacement at 2000 miles
MAINT-0716,2025-03-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,25,500,Brake adjustment at 500 miles
MAINT-0717,2025-03-06,MAT-ELC-001,2,WEATHER_DAMAGE,18,900,Water damage from heavy rain
MAINT-0718,2025-03-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,2000,Brake pad replacement at 2000 miles
MAINT-0719,2025-03-08,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,2000,Chain replacement at 2000 miles
MAINT-0720,2025-03-08,MAT-STD-001,2,SCHEDULED_MAINTENANCE,27,2000,Tire replacement at 2000 miles
MAINT-0721,2025-03-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,2000,Brake pad replacement at 2000 miles
MAINT-0722,2025-03-08,MAT-STD-003,1,SCHEDULED_MAINTENANCE,16,2000,Chain replacement at 2000 miles
MAINT-0723,2025-03-08,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,2000,Tire replacement at 2000 miles
MAINT-0724,2025-03-09,MAT-STD-002,2,SCHEDULED_MAINTENANCE,31,2000,Brake pad replacement at 2000 miles
MAINT-0725,2025-03-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,2000,Chain replacement at 2000 miles
MAINT-0726,2025-03-09,MAT-STD-001,2,SCHEDULED_MAINTENANCE,13,2000,Tire replacement at 2000 miles
MAINT-0727,2025-03-10,MAT-STD-001,3,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0728,2025-03-11,MAT-STD-002,2,WEATHER_DAMAGE,12,600,Water damage from heavy rain
MAINT-0729,2025-03-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,32,3000,Brake pad replacement at 3000 miles
MAINT-0730,2025-03-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,21,3000,Chain replacement at 3000 miles
MAINT-0731,2025-03-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,10,3000,Tire replacement at 3000 miles
MAINT-0732,2025-03-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,31,500,Brake adjustment at 500 miles
MAINT-0733,2025-03-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,8,3000,Brake pad replacement at 3000 miles
MAINT-0734,2025-03-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,11,3000,Chain replacement at 3000 miles
MAINT-0735,2025-03-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,20,3000,Tire replacement at 3000 miles
MAINT-0736,2025-03-12,MAT-STD-002,1,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0737,2025-03-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,18,500,Brake adjustment at 500 miles
MAINT-0738,2025-03-16,MAT-STD-001,1,SCHEDULED_MAINTENANCE,15,1000,Brake or tire service at 1000 miles
MAINT-0739,2025-03-16,MAT-STD-002,2,SCHEDULED_MAINTENANCE,34,2000,Brake pad replacement at 2000 miles
MAINT-0740,2025-03-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,2000,Chain replacement at 2000 miles
MAINT-0741,2025-03-16,MAT-STD-001,1,SCHEDULED_MAINTENANCE,34,2000,Tire replacement at 2000 miles
MAINT-0742,2025-03-16,MAT-STD-001,3,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0743,2025-03-16,MAT-STD-003,1,ACCIDENT_REPAIR,14,700,Accident damage repair
MAINT-0744,2025-03-16,MAT-ELC-001,1,ACCIDENT_REPAIR,14,700,Accident damage repair
MAINT-0745,2025-03-17,MAT-STD-001,2,SCHEDULED_MAINTENANCE,36,1000,Brake or tire service at 1000 miles
MAINT-0746,2025-03-17,MAT-STD-001,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-0747,2025-03-18,MAT-STD-002,2,WEAR_REPLACEMENT,34,1700,Normal wear replacement - 34 months old
MAINT-0748,2025-03-19,MAT-STD-002,1,SCHEDULED_MAINTENANCE,28,2000,Brake pad replacement at 2000 miles
MAINT-0749,2025-03-19,MAT-STD-003,1,SCHEDULED_MAINTENANCE,11,2000,Chain replacement at 2000 miles
MAINT-0750,2025-03-19,MAT-STD-001,2,SCHEDULED_MAINTENANCE,33,2000,Tire replacement at 2000 miles
MAINT-0751,2025-03-19,MAT-STD-002,2,SCHEDULED_MAINTENANCE,4,3000,Brake pad replacement at 3000 miles
MAINT-0752,2025-03-19,MAT-STD-003,1,SCHEDULED_MAINTENANCE,21,3000,Chain replacement at 3000 miles
MAINT-0753,2025-03-19,MAT-STD-001,1,SCHEDULED_MAINTENANCE,20,3000,Tire replacement at 3000 miles
MAINT-0754,2025-03-20,MAT-STD-002,2,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-0755,2025-03-21,MAT-STD-001,1,SCHEDULED_MAINTENANCE,22,1000,Brake or tire service at 1000 miles
MAINT-0756,2025-03-21,MAT-STD-002,2,SCHEDULED_MAINTENANCE,13,3000,Brake pad replacement at 3000 miles
MAINT-0757,2025-03-21,MAT-STD-003,1,SCHEDULED_MAINTENANCE,16,3000,Chain replacement at 3000 miles
MAINT-0758,2025-03-21,MAT-STD-001,1,SCHEDULED_MAINTENANCE,10,3000,Tire replacement at 3000 miles
MAINT-0759,2025-03-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,2000,Brake pad replacement at 2000 miles
MAINT-0760,2025-03-21,MAT-STD-003,1,SCHEDULED_MAINTENANCE,27,2000,Chain replacement at 2000 miles
MAINT-0761,2025-03-21,MAT-STD-001,1,SCHEDULED_MAINTENANCE,8,2000,Tire replacement at 2000 miles
MAINT-0762,2025-03-21,MAT-STD-002,3,WEAR_REPLACEMENT,10,500,Normal wear replacement - 10 months old
MAINT-0763,2025-03-22,MAT-STD-003,2,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0764,2025-03-23,MAT-STD-002,1,WEATHER_DAMAGE,22,1100,Water damage from heavy rain
MAINT-0765,2025-03-24,MAT-STD-002,1,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0766,2025-03-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,500,Brake adjustment at 500 miles
MAINT-0767,2025-03-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,8,3000,Brake pad replacement at 3000 miles
MAINT-0768,2025-03-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,3000,Chain replacement at 3000 miles
MAINT-0769,2025-03-25,MAT-STD-001,2,SCHEDULED_MAINTENANCE,7,3000,Tire replacement at 3000 miles
MAINT-0770,2025-03-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,3000,Brake pad replacement at 3000 miles
MAINT-0771,2025-03-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,9,3000,Chain replacement at 3000 miles
MAINT-0772,2025-03-25,MAT-STD-001,1,SCHEDULED_MAINTENANCE,28,3000,Tire replacement at 3000 miles
MAINT-0773,2025-03-27,MAT-STD-001,2,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0774,2025-03-29,MAT-STD-002,2,WEAR_REPLACEMENT,15,750,Normal wear replacement - 15 months old
MAINT-0775,2025-03-30,MAT-STD-001,1,SCHEDULED_MAINTENANCE,8,1000,Brake or tire service at 1000 miles
MAINT-0776,2025-04-01,MAT-STD-003,3,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-0777,2025-04-02,MAT-STD-002,2,SCHEDULED_MAINTENANCE,18,3000,Brake pad replacement at 3000 miles
MAINT-0778,2025-04-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-0779,2025-04-02,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0780,2025-04-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,30,3000,Brake pad replacement at 3000 miles
MAINT-0781,2025-04-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,3000,Chain replacement at 3000 miles
MAINT-0782,2025-04-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,27,3000,Tire replacement at 3000 miles
MAINT-0783,2025-04-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,36,1000,Brake or tire service at 1000 miles
MAINT-0784,2025-04-02,MAT-STD-002,1,WEAR_REPLACEMENT,8,400,Normal wear replacement - 8 months old
MAINT-0785,2025-04-03,MAT-STD-003,2,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0786,2025-04-03,MAT-STD-002,2,ACCIDENT_REPAIR,18,900,Accident damage repair
MAINT-0787,2025-04-03,MAT-MOT-003,2,ACCIDENT_REPAIR,18,900,Accident damage repair
MAINT-0788,2025-04-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,33,1000,Brake or tire service at 1000 miles
MAINT-0789,2025-04-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,11,3000,Brake pad replacement at 3000 miles
MAINT-0790,2025-04-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,13,3000,Chain replacement at 3000 miles
MAINT-0791,2025-04-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,36,3000,Tire replacement at 3000 miles
MAINT-0792,2025-04-05,MAT-STD-003,1,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0793,2025-04-10,MAT-STD-001,1,SCHEDULED_MAINTENANCE,19,1000,Brake or tire service at 1000 miles
MAINT-0794,2025-04-10,MAT-STD-002,1,SCHEDULED_MAINTENANCE,11,500,Brake adjustment at 500 miles
MAINT-0795,2025-04-10,MAT-STD-002,2,SCHEDULED_MAINTENANCE,33,3000,Brake pad replacement at 3000 miles
MAINT-0796,2025-04-10,MAT-STD-003,1,SCHEDULED_MAINTENANCE,16,3000,Chain replacement at 3000 miles
MAINT-0797,2025-04-10,MAT-STD-001,2,SCHEDULED_MAINTENANCE,13,3000,Tire replacement at 3000 miles
MAINT-0798,2025-04-10,MAT-STD-001,1,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0799,2025-04-12,MAT-STD-003,2,WEAR_REPLACEMENT,39,1950,Normal wear replacement - 39 months old
MAINT-0800,2025-04-13,MAT-STD-002,1,SCHEDULED_MAINTENANCE,31,2000,Brake pad replacement at 2000 miles
MAINT-0801,2025-04-13,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-0802,2025-04-13,MAT-STD-001,2,SCHEDULED_MAINTENANCE,19,2000,Tire replacement at 2000 miles
MAINT-0803,2025-04-14,MAT-STD-002,2,SCHEDULED_MAINTENANCE,16,3000,Brake pad replacement at 3000 miles
MAINT-0804,2025-04-14,MAT-STD-003,1,SCHEDULED_MAINTENANCE,15,3000,Chain replacement at 3000 miles
MAINT-0805,2025-04-14,MAT-STD-001,2,SCHEDULED_MAINTENANCE,27,3000,Tire replacement at 3000 miles
MAINT-0806,2025-04-14,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,2000,Brake pad replacement at 2000 miles
MAINT-0807,2025-04-14,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,2000,Chain replacement at 2000 miles
MAINT-0808,2025-04-14,MAT-STD-001,1,SCHEDULED_MAINTENANCE,26,2000,Tire replacement at 2000 miles
MAINT-0809,2025-04-14,MAT-STD-002,2,WEAR_REPLACEMENT,12,600,Normal wear replacement - 12 months old
MAINT-0810,2025-04-15,MAT-STD-003,1,WEAR_REPLACEMENT,36,1800,Normal wear replacement - 36 months old
MAINT-0811,2025-04-17,MAT-STD-002,1,SCHEDULED_MAINTENANCE,8,1000,Brake or tire service at 1000 miles
MAINT-0812,2025-04-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,2000,Brake pad replacement at 2000 miles
MAINT-0813,2025-04-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,2000,Chain replacement at 2000 miles
MAINT-0814,2025-04-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,13,2000,Tire replacement at 2000 miles
MAINT-0815,2025-04-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,3000,Brake pad replacement at 3000 miles
MAINT-0816,2025-04-21,MAT-STD-003,1,SCHEDULED_MAINTENANCE,20,3000,Chain replacement at 3000 miles
MAINT-0817,2025-04-21,MAT-STD-001,1,SCHEDULED_MAINTENANCE,25,3000,Tire replacement at 3000 miles
MAINT-0818,2025-04-23,MAT-STD-001,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0819,2025-04-24,MAT-STD-003,3,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0820,2025-04-25,MAT-STD-002,1,WEAR_REPLACEMENT,42,2100,Normal wear replacement - 42 months old
MAINT-0821,2025-04-26,MAT-STD-001,2,SCHEDULED_MAINTENANCE,31,1000,Brake or tire service at 1000 miles
MAINT-0822,2025-05-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,36,2000,Brake pad replacement at 2000 miles
MAINT-0823,2025-05-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,2000,Chain replacement at 2000 miles
MAINT-0824,2025-05-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,33,2000,Tire replacement at 2000 miles
MAINT-0825,2025-05-01,MAT-STD-001,2,SCHEDULED_MAINTENANCE,26,1000,Brake or tire service at 1000 miles
MAINT-0826,2025-05-02,MAT-STD-001,1,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-0827,2025-05-03,MAT-STD-002,2,WEAR_REPLACEMENT,16,800,Normal wear replacement - 16 months old
MAINT-0828,2025-05-04,MAT-STD-002,2,SCHEDULED_MAINTENANCE,28,3000,Brake pad replacement at 3000 miles
MAINT-0829,2025-05-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,33,3000,Chain replacement at 3000 miles
MAINT-0830,2025-05-04,MAT-STD-001,2,SCHEDULED_MAINTENANCE,18,3000,Tire replacement at 3000 miles
MAINT-0831,2025-05-04,MAT-STD-002,2,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0832,2025-05-10,MAT-STD-002,2,SCHEDULED_MAINTENANCE,22,1000,Brake or tire service at 1000 miles
MAINT-0833,2025-05-10,MAT-STD-001,2,WEAR_REPLACEMENT,11,550,Normal wear replacement - 11 months old
MAINT-0834,2025-05-11,MAT-STD-002,1,SCHEDULED_MAINTENANCE,13,2000,Brake pad replacement at 2000 miles
MAINT-0835,2025-05-11,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,2000,Chain replacement at 2000 miles
MAINT-0836,2025-05-11,MAT-STD-001,2,SCHEDULED_MAINTENANCE,9,2000,Tire replacement at 2000 miles
MAINT-0837,2025-05-11,MAT-STD-002,2,SCHEDULED_MAINTENANCE,33,3000,Brake pad replacement at 3000 miles
MAINT-0838,2025-05-11,MAT-STD-003,1,SCHEDULED_MAINTENANCE,27,3000,Chain replacement at 3000 miles
MAINT-0839,2025-05-11,MAT-STD-001,1,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0840,2025-05-11,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,1000,Brake or tire service at 1000 miles
MAINT-0841,2025-05-13,MAT-STD-003,3,WEAR_REPLACEMENT,43,2150,Normal wear replacement - 43 months old
MAINT-0842,2025-05-14,MAT-STD-002,2,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0843,2025-05-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,500,Brake adjustment at 500 miles
MAINT-0844,2025-05-16,MAT-STD-002,3,WEAR_REPLACEMENT,17,850,Normal wear replacement - 17 months old
MAINT-0845,2025-05-17,MAT-STD-002,1,SCHEDULED_MAINTENANCE,29,3000,Brake pad replacement at 3000 miles
MAINT-0846,2025-05-17,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,3000,Chain replacement at 3000 miles
MAINT-0847,2025-05-17,MAT-STD-001,2,SCHEDULED_MAINTENANCE,13,3000,Tire replacement at 3000 miles
MAINT-0848,2025-05-17,MAT-STD-002,1,SCHEDULED_MAINTENANCE,8,3000,Brake pad replacement at 3000 miles
MAINT-0849,2025-05-17,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,3000,Chain replacement at 3000 miles
MAINT-0850,2025-05-17,MAT-STD-001,2,SCHEDULED_MAINTENANCE,9,3000,Tire replacement at 3000 miles
MAINT-0851,2025-05-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,34,3000,Brake pad replacement at 3000 miles
MAINT-0852,2025-05-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,28,3000,Chain replacement at 3000 miles
MAINT-0853,2025-05-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,3000,Tire replacement at 3000 miles
MAINT-0854,2025-05-18,MAT-STD-002,3,WEAR_REPLACEMENT,46,2300,Normal wear replacement - 46 months old
MAINT-0855,2025-05-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,3,3000,Brake pad replacement at 3000 miles
MAINT-0856,2025-05-21,MAT-STD-003,1,SCHEDULED_MAINTENANCE,24,3000,Chain replacement at 3000 miles
MAINT-0857,2025-05-21,MAT-STD-001,1,SCHEDULED_MAINTENANCE,19,3000,Tire replacement at 3000 miles
MAINT-0858,2025-05-21,MAT-STD-001,2,SCHEDULED_MAINTENANCE,6,1000,Brake or tire service at 1000 miles
MAINT-0859,2025-05-21,MAT-STD-002,2,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0860,2025-05-25,MAT-STD-002,2,SCHEDULED_MAINTENANCE,32,3000,Brake pad replacement at 3000 miles
MAINT-0861,2025-05-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,18,3000,Chain replacement at 3000 miles
MAINT-0862,2025-05-25,MAT-STD-001,2,SCHEDULED_MAINTENANCE,36,3000,Tire replacement at 3000 miles
MAINT-0863,2025-05-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,23,3000,Brake pad replacement at 3000 miles
MAINT-0864,2025-05-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,26,3000,Chain replacement at 3000 miles
MAINT-0865,2025-05-25,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,3000,Tire replacement at 3000 miles
MAINT-0866,2025-05-29,MAT-STD-001,3,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0867,2025-05-31,MAT-STD-002,1,SCHEDULED_MAINTENANCE,20,3000,Brake pad replacement at 3000 miles
MAINT-0868,2025-05-31,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,3000,Chain replacement at 3000 miles
MAINT-0869,2025-05-31,MAT-STD-001,2,SCHEDULED_MAINTENANCE,20,3000,Tire replacement at 3000 miles
MAINT-0870,2025-05-31,MAT-STD-002,1,SCHEDULED_MAINTENANCE,28,500,Brake adjustment at 500 miles
MAINT-0871,2025-05-31,MAT-STD-001,2,SCHEDULED_MAINTENANCE,3,1000,Brake or tire service at 1000 miles
MAINT-0872,2025-05-31,MAT-STD-002,3,WEAR_REPLACEMENT,14,700,Normal wear replacement - 14 months old
MAINT-0873,2025-06-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,2000,Brake pad replacement at 2000 miles
MAINT-0874,2025-06-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,32,2000,Chain replacement at 2000 miles
MAINT-0875,2025-06-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-0876,2025-06-02,MAT-STD-002,2,SCHEDULED_MAINTENANCE,3,2000,Brake pad replacement at 2000 miles
MAINT-0877,2025-06-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,24,2000,Chain replacement at 2000 miles
MAINT-0878,2025-06-02,MAT-STD-001,2,SCHEDULED_MAINTENANCE,24,2000,Tire replacement at 2000 miles
MAINT-0879,2025-06-02,MAT-STD-002,2,SCHEDULED_MAINTENANCE,12,2000,Brake pad replacement at 2000 miles
MAINT-0880,2025-06-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,32,2000,Chain replacement at 2000 miles
MAINT-0881,2025-06-02,MAT-STD-001,2,SCHEDULED_MAINTENANCE,34,2000,Tire replacement at 2000 miles
MAINT-0882,2025-06-03,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,500,Brake adjustment at 500 miles
MAINT-0883,2025-06-03,MAT-STD-001,3,WEAR_REPLACEMENT,39,1950,Normal wear replacement - 39 months old
MAINT-0884,2025-06-04,MAT-STD-002,2,SCHEDULED_MAINTENANCE,12,3000,Brake pad replacement at 3000 miles
MAINT-0885,2025-06-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,13,3000,Chain replacement at 3000 miles
MAINT-0886,2025-06-04,MAT-STD-001,1,SCHEDULED_MAINTENANCE,25,3000,Tire replacement at 3000 miles
MAINT-0887,2025-06-04,MAT-STD-002,2,SCHEDULED_MAINTENANCE,21,3000,Brake pad replacement at 3000 miles
MAINT-0888,2025-06-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,3000,Chain replacement at 3000 miles
MAINT-0889,2025-06-04,MAT-STD-001,1,SCHEDULED_MAINTENANCE,18,3000,Tire replacement at 3000 miles
MAINT-0890,2025-06-05,MAT-STD-001,1,WEAR_REPLACEMENT,42,2100,Normal wear replacement - 42 months old
MAINT-0891,2025-06-07,MAT-STD-003,2,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-0892,2025-06-10,MAT-STD-002,1,WEAR_REPLACEMENT,17,850,Normal wear replacement - 17 months old
MAINT-0893,2025-06-11,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,3000,Brake pad replacement at 3000 miles
MAINT-0894,2025-06-11,MAT-STD-003,1,SCHEDULED_MAINTENANCE,29,3000,Chain replacement at 3000 miles
MAINT-0895,2025-06-11,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,3000,Tire replacement at 3000 miles
MAINT-0896,2025-06-11,MAT-STD-002,1,SCHEDULED_MAINTENANCE,17,3000,Brake pad replacement at 3000 miles
MAINT-0897,2025-06-11,MAT-STD-003,1,SCHEDULED_MAINTENANCE,11,3000,Chain replacement at 3000 miles
MAINT-0898,2025-06-11,MAT-STD-001,1,SCHEDULED_MAINTENANCE,35,3000,Tire replacement at 3000 miles
MAINT-0899,2025-06-12,MAT-STD-003,3,WEAR_REPLACEMENT,36,1800,Normal wear replacement - 36 months old
MAINT-0900,2025-06-14,MAT-STD-001,2,WEAR_REPLACEMENT,10,500,Normal wear replacement - 10 months old
MAINT-0901,2025-06-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,18,3000,Brake pad replacement at 3000 miles
MAINT-0902,2025-06-15,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,3000,Chain replacement at 3000 miles
MAINT-0903,2025-06-15,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-0904,2025-06-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,500,Brake adjustment at 500 miles
MAINT-0905,2025-06-20,MAT-STD-002,3,WEAR_REPLACEMENT,8,400,Normal wear replacement - 8 months old
MAINT-0906,2025-06-22,MAT-STD-002,1,SCHEDULED_MAINTENANCE,26,2000,Brake pad replacement at 2000 miles
